,loss(1e-06),val loss(1e-06),loss(4.641588833612782e-06),val loss(4.641588833612782e-06),loss(2.1544346900318823e-05),val loss(2.1544346900318823e-05),loss(0.0001),val loss(0.0001),loss(0.00046415888336127773),val loss(0.00046415888336127773),loss(0.002154434690031882),val loss(0.002154434690031882),loss(0.01),val loss(0.01),loss(0.046415888336127725),val loss(0.046415888336127725),loss(0.21544346900318823),val loss(0.21544346900318823),loss(1.0),val loss(1.0)
0,3.7873935058154835,1.1124343518553108,3.740588993326464,1.126326728571812,3.717198732340868,1.123214813523692,3.8315952190012124,1.1486923807360268,3.880195206932804,1.1589320412997541,4.009681640734362,1.196609743945117,4.038472438604787,1.3911223533705537,4.904697579705085,1.6974723144117834,12.28978006574299,6.4181109024386105,50.28028142076691,48.933198802929205
1,1.140008546261374,0.876978108448348,1.147110706099857,0.8783731040108967,1.1424226201088261,0.8831617604335541,1.1760954418324274,0.9132768918728006,1.2180870961262178,0.9402458613729242,1.2774507345940407,1.0168268073368543,1.486443364552928,1.2785986125175588,1.8071484160704634,1.6297286677243088,4.77599299593789,4.625602358080483,37.11094548639852,43.01267525809152
2,0.948429347781905,0.730652325141606,0.9685868792560787,0.7478742733377541,0.9608458530236171,0.7802039415378289,0.9837675401771784,0.7785444112834085,1.047413096071941,0.8241065378846794,1.1479340060299148,0.9423112740070362,1.4137203276371455,1.2203894680943983,1.7610022166375934,1.598961164681195,3.9242346446534926,3.9167943602125046,33.525760283453025,39.9322715533778
3,0.8408759876604016,0.6640081652866796,0.8623750618141452,0.6863592251768253,0.8559998837050687,0.6830491513454268,0.8721113881494768,0.6943664199612998,0.9470938418081566,0.7615724919464788,1.0717633715160324,0.8683818123023498,1.3700660684403547,1.1877969497530332,1.7369440609152467,1.5795785730108252,3.5187001157871207,3.523579600291886,31.426276386352978,37.90206534474941
4,0.7723999333785337,0.6143267285060413,0.7948953543735688,0.6362642288795246,0.7884716015892068,0.6212162716048104,0.7999282168877192,0.6450374034825217,0.8817142796858939,0.703796808766614,1.02010142457002,0.8324221964540153,1.3397285062267328,1.1588725868704284,1.7204584224704842,1.5651520256925686,3.2728210395638793,3.267706992003718,29.969003768380695,36.40927667852693
5,0.725109062970388,0.5881930334814663,0.7461953631543452,0.6012840878787299,0.7395722673451858,0.605451129046567,0.7527912787806382,0.6074943159014133,0.8351753538054891,0.6729809732859945,0.981740805771242,0.8018871704345854,1.31663041843886,1.1405206956299654,1.7079291500147336,1.5535337354162055,3.1041538641720687,3.085983127443661,28.866858873518996,35.24079272641337
6,0.6909183700247383,0.5677561582015653,0.7108954713826549,0.5872117347905201,0.706305727437559,0.5682427493809479,0.7180298912396732,0.5794952224040854,0.8008081385390828,0.6473223917002748,0.9526198014961016,0.7770289659500123,1.2980703700316631,1.1234940389107013,1.6978296581814385,1.5439240892532424,2.9798939606542767,2.948705707982256,27.988273030883413,34.28739395893266
7,0.6630944916992814,0.5398786078532928,0.6824593269042079,0.5615256188538275,0.6787081469872965,0.5506287699849735,0.6901032352031592,0.5597135214970029,0.7737914880646871,0.6195424220832111,0.9296266627531898,0.7627406726329785,1.2827387786877957,1.1098501881942373,1.6893772510334797,1.535728484421528,2.8834623631848744,2.840871318807743,27.262262195217236,33.4856110521138
8,0.6422908426401491,0.5240773534539885,0.6593171427468877,0.551815246302506,0.6556965793506374,0.5354689344396732,0.6701514723363321,0.53965159959981,0.7532361963334727,0.6087675232605394,0.9103989993259808,0.7425465611988687,1.269683793436386,1.09739793721091,1.682093158619657,1.5285842449207023,2.8061161615470547,2.7535765011322324,26.646215689567615,32.79580608800127
9,0.6230846356281322,0.5133145514967407,0.6396918878364465,0.5300670798776185,0.637212616862732,0.5254913012382432,0.6520402709174119,0.5293198645408518,0.7356111432785496,0.6029957100675611,0.8945440118743433,0.7351639983689257,1.2583491172345251,1.0874760895527056,1.6757282393598874,1.5222851497199148,2.7423779859244366,2.6810739956465848,26.11273719470522,32.1929953250979
10,0.606232924244843,0.49569044905930315,0.6220799999857267,0.5203994647622696,0.6202411500321344,0.507027427081404,0.6371146909682307,0.518965635863431,0.7210806554987101,0.5879509293974327,0.8808244922700572,0.7242668441363743,1.248372076015218,1.0776404964512791,1.6700810407968347,1.5166169415553803,2.6886613978918787,2.6194699768949614,25.64407853605565,31.65905413698093
11,0.5906294896579388,0.4848557881827425,0.606777422378588,0.5033443074508254,0.6061614753834219,0.491495452608381,0.6239482993496082,0.512172762513748,0.7081790063031335,0.5761764740709013,0.8689648260637208,0.7142986950028706,1.2394956681409086,1.069191288948059,1.6650028862177622,1.511456922239858,2.6425149644564945,2.56661866639048,25.227316355032453,31.180148093688665
12,0.5776155226379862,0.4731103953763182,0.5924955000260844,0.49400150969697926,0.5929402998956795,0.4892836570739746,0.6120819669096454,0.49987033388297547,0.6973571624677569,0.5716921628402372,0.8585979613143399,0.7020378653639056,1.2314942540114449,1.0610788273693892,1.6603724947704788,1.506862379882136,2.6025077636086555,2.520529842141814,24.852176741809952,30.746998453375156
13,0.5653749948926556,0.4615205570688389,0.5805697152405411,0.47609654723717076,0.5812079539844597,0.47669965927236774,0.6012319953090537,0.4984317356729742,0.6878927507817654,0.5602038242546795,0.8493387740290795,0.6961741321192586,1.2242278514488225,1.0543481338200311,1.6561631527602703,1.5025660312821711,2.567277301672852,2.480017699396669,24.512152213326107,30.352888233203608
