,loss(1e-06),val loss(1e-06),loss(4.641588833612782e-06),val loss(4.641588833612782e-06),loss(2.1544346900318823e-05),val loss(2.1544346900318823e-05),loss(0.0001),val loss(0.0001),loss(0.00046415888336127773),val loss(0.00046415888336127773),loss(0.002154434690031882),val loss(0.002154434690031882),loss(0.01),val loss(0.01),loss(0.046415888336127725),val loss(0.046415888336127725),loss(0.21544346900318823),val loss(0.21544346900318823),loss(1.0),val loss(1.0),loss(10),val loss(10),loss(497),val loss(497),loss(984),val loss(984),loss(1470),val loss(1470),loss(1957),val loss(1957),loss(2444),val loss(2444),loss(2930),val loss(2930),loss(3417),val loss(3417),loss(3904),val loss(3904),loss(4391),val loss(4391),loss(4878),val loss(4878),loss(5364),val loss(5364),loss(5851),val loss(5851),loss(6338),val loss(6338),loss(6824),val loss(6824),loss(7311),val loss(7311),loss(7798),val loss(7798),loss(8285),val loss(8285),loss(8772),val loss(8772),loss(9258),val loss(9258),loss(9745),val loss(9745)
0,8.967865696138086,3.5736623977792674,10.150232486152355,3.1865727960182526,15.412846699477832,4.550104275595379,33.17135210971823,14.54051526074339,84.22914089831161,55.03174149085736,119.17422248366675,114.86019798992889,132.14182257459004,144.11183079310825,132.10739226558994,149.06203419351812,136.04826287494188,153.88198363957147,135.77995723060855,155.6079864501953,26.783217086841383,6.267415572691874,50.850810826528125,21.64903011486448,76.43136205697684,43.48603435572732,94.59172642738652,63.17867121203192,102.87788828678043,75.96858180003801,110.41234938189456,87.67534971941868,112.63394773355076,83.43053622316258,112.6780316043108,91.55408225787684,117.90081968899565,95.6549208166564,122.13622625986082,93.61277770996094,122.25902751376532,107.467041015625,125.01408178291301,108.5854263305664,129.05134715613124,116.63309478759766,130.33224123802597,111.22129821777344,132.0101548775702,114.91133880615234,127.990562048296,105.8503189086914,133.02234996327869,109.2761001586914,128.22555884903917,104.23843383789062,133.22372453590734,110.70973205566406,143.30133217683874,114.43986511230469,134.90505981445312,128.8756103515625
1,1.8259932766087916,1.9008676079106448,1.5830335501526,2.333398128143085,2.265425105655175,4.21545029626104,8.254885620187649,8.539734823480616,30.98479381892056,26.37087623333109,91.60807523458294,89.61540817486241,122.96760988817758,133.4344695744256,130.22859101234306,146.73309309635258,135.61190540280447,153.33683622012586,135.68441852317093,155.48566115806844,10.415886463852587,35.98623180721561,12.966182331282889,14.050794803685156,25.205932564145787,21.915071030790582,39.854520210551875,30.793527570264093,53.5763095720662,42.942916682201066,66.42372627434455,56.46311445565059,65.50510651151482,54.06873448376585,73.85877912275727,65.83166732036422,79.882607168684,71.11499215111944,78.17090454297288,65.9212875366211,91.09661583623989,84.08901977539062,93.15747867934577,85.29521179199219,99.0588158996488,90.76864624023438,94.88818327041086,84.28331756591797,98.64254456662471,88.1634292602539,92.66815555781936,82.30397033691406,96.46144459676962,86.17572021484375,92.6580687239575,84.08676147460938,98.98802666387661,86.75994873046875,102.19690648602975,88.39251708984375,114.63895416259766,111.01879119873047
2,0.9215575688003943,1.5152782574075783,0.8933338463214681,1.9903135661421152,1.2848955602019552,2.138085499890332,4.36390456093954,5.134070820643984,17.06223430643331,18.798763248838227,73.01230680133943,72.68523365640876,115.01883728669324,124.21218951746748,128.417642763861,144.49539092867246,135.18015945458058,152.79690048142606,135.58924117423499,155.36425449014297,2.1418835438440067,4.514501384693413,8.625169229434048,9.583575864495902,14.874189385834445,16.181181091158262,20.586296220508338,21.148923610818798,29.53094768925408,28.253626120149207,40.6790116640407,36.960408155319136,40.50782583088921,36.82129480333751,51.57002344615891,47.33336098299825,57.881252776175785,51.72778605569172,53.606279773428355,45.76491928100586,71.48760931211719,67.40448760986328,74.20725228792585,70.07293701171875,77.2198898824317,72.32460021972656,72.47288520073144,67.1644515991211,76.2967844752179,70.04383087158203,72.51579641045639,67.03854370117188,75.97708574023963,69.3210678100586,74.30876631758774,68.6430435180664,78.03327629359457,71.42667388916016,79.55103365886877,73.30574798583984,99.36101531982422,97.81587219238281
3,0.6770739725151081,1.7776217845860374,0.8744326199091906,1.9172550762815428,0.9344083797937788,2.1518517293366304,2.831928436960423,4.5038253187546005,12.977311770398535,15.22149096333922,58.57053589524826,59.13890524427292,108.0030977158133,116.20653885714526,126.66968689982619,142.34024731866245,134.7523759445574,152.26390528185615,135.4947279717263,155.2435964950787,3.68032951392673,1.391648742159269,5.952440529031103,7.007262259927289,11.36135656152278,13.024988877244772,15.023179201543973,17.04316134288393,20.05272634906485,21.742463067717154,26.70534355805555,27.672072593801715,27.275734564290406,27.761094182582912,35.97335310026338,35.55217659954954,40.84574074390425,38.66221962914678,35.94735846815506,33.56184387207031,56.06513683266246,53.43777084350586,59.856186362863994,57.18255615234375,60.30852878153661,56.99233627319336,56.63958262115212,53.87849807739258,59.61708043481583,55.12037658691406,57.93807216074725,53.77792739868164,59.9711381398451,54.775238037109375,59.35891146632939,54.837764739990234,63.24276844805605,58.00966262817383,65.25563216309722,57.547847747802734,87.44351959228516,87.51873016357422
4,1.0321733630333514,1.5934629610606603,0.5986528909071829,1.700275036795386,0.7738169019622274,1.941352036786197,2.1069857088157984,3.176397032103515,10.728779096931234,12.9723364543445,46.48322495861259,47.99485794593548,101.78260036133814,109.23588229024351,124.97866868263272,140.25673162150267,134.32974773111437,151.73729261576835,135.40080984398423,155.12360770690617,1.4439832246195756,0.9138146200093437,4.3642285494268585,5.662320017814636,9.110187647463787,10.731527719356743,12.246948027867669,14.597904073780981,15.681888451534642,18.056186835754094,20.163820935910394,22.66221222713076,20.653090947221155,22.83650847843715,26.71434439614591,28.682300075286715,29.83376892680936,30.64015784052205,25.83294621482759,27.05929183959961,43.33674205312244,42.688140869140625,47.520088497610075,46.304595947265625,46.22369176787312,44.71953582763672,44.10040457594878,43.40230941772461,45.782477259158846,43.40977096557617,45.43370066056073,43.3096809387207,46.19177797179518,43.58301544189453,46.72277063220021,44.51247024536133,50.23114364804091,47.190284729003906,50.16698091094955,46.34754180908203,77.70022583007812,78.5642318725586
5,0.5260505148191951,1.4407982701151243,0.5062795528942282,1.8398326792153232,0.6868040301911094,1.7761041256007302,1.6379828625792048,2.8877203368201045,9.071491918299612,11.142785007495599,36.912593352238055,39.38587270652132,96.24301490137796,103.1400774199387,123.33747777493566,138.2436060111511,133.91187412815867,151.2163294900227,135.3073960250925,155.00428056388066,0.917068478859208,1.6467936917442112,3.3223329748356263,4.854281348812169,7.412781210811766,9.195228537197771,10.477329032001524,12.764646398610083,13.105072471751745,15.72277976115936,16.674817878445214,19.60502542392374,16.916275638993305,19.714563459011135,21.47120545623607,24.307954550024323,23.597909757086654,25.560689781452048,20.699547729374753,22.986339569091797,33.899134582002816,35.33283615112305,37.4643318051005,38.14235305786133,35.343554787711646,35.91419982910156,34.6918458710578,36.01357650756836,35.11456398883191,35.091976165771484,35.52024167972445,35.67029571533203,35.8028945237811,35.433162689208984,36.737513207973365,36.684452056884766,39.59902937582299,38.638919830322266,39.18557635209938,38.03974151611328,69.0596694946289,70.26790618896484
6,0.5517043326315726,1.367666999694749,0.49993559783119124,1.4868559078042731,0.6182426105039801,1.7247431306416179,1.3827238271944702,2.6614518701149326,7.715437045985457,9.72608272759198,29.8585791324089,33.0994327112959,91.29101038659273,97.81537555262373,121.74538462811583,136.29926956251924,133.49820579501406,150.70069096006196,135.21445483016382,154.88557864034118,0.8157276090286125,0.7942445164528019,2.6773649652656255,4.203264198426543,6.25142331071974,7.911254134906336,8.969956203752325,11.20269382411036,11.377266561293858,14.10260512770103,14.466914155508935,17.465998894827706,14.494398629377903,17.295598946181425,18.122042325265962,21.333323995468064,19.600632540221824,22.07328623879719,17.666926243538853,20.7341365814209,27.640253887890914,30.369173049926758,30.14445234937751,32.262718200683594,27.917368734329404,30.14035415649414,28.294994628655722,30.93411636352539,27.786069156965763,29.413545608520508,28.72670003833252,30.48917007446289,28.46109814866498,30.02088737487793,29.794703088704594,31.432497024536133,31.562105236180688,33.009159088134766,31.226381569241425,32.42320251464844,61.06070327758789,62.75529479980469
7,0.49502810810149295,1.289833635297315,0.4059379277075175,1.4524916936024068,0.5606624707342601,1.6632831510064636,1.2364555748625863,2.5416108494321703,6.6469538399964,8.557318642339096,24.934925271939964,28.576226866773784,86.83164924476745,93.0940359482037,120.20070369088265,134.41417144625058,133.08861363794082,150.1909697133332,135.12202674235485,154.76774979013527,0.8842052925930475,0.5878953351914479,2.274874341322741,3.6098721648084706,5.115341918831792,6.874568203047579,7.765025930076822,9.973606997522815,10.08449249199074,12.501059918568052,12.884070997595359,15.797746585977489,12.816038213918734,15.667940980695152,15.901833875978097,19.24387306203983,16.775595578271467,19.49858405014564,15.856419223415479,18.62813377380371,23.579301862290972,26.91782569885254,25.03853518553059,27.940284729003906,23.195252974673135,26.296405792236328,24.060565943593183,27.519306182861328,23.05602905210805,25.55141258239746,24.209722850676254,26.69605827331543,23.592498041410334,25.95881462097168,25.179021372435457,27.98796272277832,26.433099986859748,28.925609588623047,26.08778135535532,28.666109085083008,53.857444763183594,55.76634979248047
8,0.3379427602102721,1.1821628858009583,0.3687743876150414,1.4230026354343432,0.5191465467352204,1.7320981797326374,1.1081632402996457,2.3235517492435247,5.737733434664402,7.555292505348844,21.52113050438307,25.335175349794586,82.78319210798206,88.87997612412927,118.69783511996086,132.58688286842383,132.68333556878378,149.6860703792478,135.03019904131276,154.65050032291506,0.45071577852646344,0.8065633076504607,1.951429961766262,3.3867069826043887,4.335734031994322,5.799160696133017,6.827119227860021,8.97185754776001,8.980117992305217,11.304682745252336,11.684969678911079,14.536212780205487,11.56256238517546,14.488299978190454,14.236013824674275,17.70304164416684,14.782334739896443,17.55127774506367,14.28134254134576,17.170001983642578,20.820467141055033,24.382949829101562,21.540765280256277,24.801494598388672,20.095220418022866,23.52525520324707,21.173046993218428,24.83771514892578,19.972732599727188,23.06159210205078,21.06205169204078,23.933990478515625,20.211338707310777,22.969253540039062,22.12486472993462,25.209903717041016,23.05589078254367,25.853660583496094,22.871813849952662,25.441207885742188,47.199951171875,49.85905838012695
9,0.3334671053857666,1.0476893594112302,0.36090567584616395,1.5835252943590945,0.4787704393978667,1.559998199387724,1.0162609301083145,2.228199713805626,4.982548752535668,6.728656510414161,19.08414606717747,22.910691217131216,79.05835516016076,85.03007084888777,117.23540407340303,130.81586210504543,132.28174477543448,149.18731163287984,134.93886976246958,154.53402857287176,0.32684383164545816,0.5663634815661631,1.720373262497876,3.1603610854724358,3.733351832967712,5.065599663269344,5.900669240290963,7.765750926116417,8.04128722606285,10.302549021349751,10.6181416073599,13.399137722447588,10.579404752642269,13.103477555542744,13.041037042499383,16.502352927118686,13.267935121750575,16.149761994836364,13.119399837593717,15.950469017028809,18.788292803306835,22.398956298828125,18.985101264143307,22.404977798461914,17.94300520648829,21.507352828979492,19.083514308391198,22.9646053314209,17.908066586924555,21.165332794189453,18.74948762195914,21.941646575927734,17.762810612458825,20.819528579711914,19.877633356570954,22.966596603393555,20.30050744418305,23.668458938598633,20.083165568336575,23.542512893676758,41.62287902832031,44.82413864135742
