,loss(0.0),val loss(0.0),loss(0.05263157894736842),val loss(0.05263157894736842),loss(0.10526315789473684),val loss(0.10526315789473684),loss(0.15789473684210525),val loss(0.15789473684210525),loss(0.21052631578947367),val loss(0.21052631578947367),loss(0.2631578947368421),val loss(0.2631578947368421),loss(0.3157894736842105),val loss(0.3157894736842105),loss(0.3684210526315789),val loss(0.3684210526315789),loss(0.42105263157894735),val loss(0.42105263157894735),loss(0.47368421052631576),val loss(0.47368421052631576),loss(0.5263157894736842),val loss(0.5263157894736842),loss(0.5789473684210527),val loss(0.5789473684210527),loss(0.631578947368421),val loss(0.631578947368421),loss(0.6842105263157894),val loss(0.6842105263157894),loss(0.7368421052631579),val loss(0.7368421052631579),loss(0.7894736842105263),val loss(0.7894736842105263),loss(0.8421052631578947),val loss(0.8421052631578947),loss(0.894736842105263),val loss(0.894736842105263),loss(0.9473684210526315),val loss(0.9473684210526315),loss(1.0),val loss(1.0)
0,135.75360703368014,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,135.75360701802205,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,135.75360695382398,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,135.75360719495825,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,135.7536068019407,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,135.7536069804427,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,135.75360669546583,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,135.75360678941425,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,135.75360674713747,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,135.7536071620763,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,135.75360660778063,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,135.75360688649428,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,135.7536071197995,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,135.75360738128927,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,135.75360671738713,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,135.75360685987556,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,135.7536070258511,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,135.75360697652818,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,135.75360672051875,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,135.75360709944403,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,135.75360616309146,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,135.7536072497615,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,135.7536075175145,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,135.75360697261365,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,135.7536064230154,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,135.75360656158932,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,135.7536067134726,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,135.75360688649428,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,135.75360638230444,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,135.75360715111566,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,135.75360692250783,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,135.75360694442912,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,135.75360677375616,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,135.75360710414145,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,135.75360650756897,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,135.75360643241024,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,135.75360712449694,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,135.75360695225817,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,135.75360697183075,154.17559195081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
